topic,level,name,year,group,estimate,moe,share,sharemoe
total_pop,6_town,Bloomfield,2022,total_pop,21460,35,NA,NA
total_pop,6_town,Bolton,2022,total_pop,4851,18,NA,NA
total_pop,6_town,Canton,2022,total_pop,10125,23,NA,NA
total_pop,6_town,Columbia,2022,total_pop,5280,18,NA,NA
total_pop,6_town,Coventry,2022,total_pop,12254,26,NA,NA
total_pop,6_town,East Granby,2022,total_pop,5198,31,NA,NA
total_pop,6_town,East Hartford,2022,total_pop,50942,95,NA,NA
total_pop,6_town,East Windsor,2022,total_pop,11180,22,NA,NA
total_pop,6_town,Ellington,2022,total_pop,16558,22,NA,NA
total_pop,6_town,Enfield,2022,total_pop,41346,53,NA,NA
total_pop,6_town,Farmington,2022,total_pop,26623,49,NA,NA
total_pop,6_town,Glastonbury,2022,total_pop,35105,40,NA,NA
total_pop,6_town,Granby,2022,total_pop,10972,19,NA,NA
total_pop,6_town,Hartford,2022,total_pop,121057,44,NA,NA
total_pop,6_town,Hebron,2022,total_pop,9127,26,NA,NA
total_pop,6_town,Manchester,2022,total_pop,59510,37,NA,NA
total_pop,6_town,Mansfield,2022,total_pop,28378,36,NA,NA
total_pop,6_town,Marlborough,2022,total_pop,6134,18,NA,NA
total_pop,6_town,New Britain,2022,total_pop,74212,93,NA,NA
total_pop,6_town,Newington,2022,total_pop,30458,27,NA,NA
total_pop,6_town,Plainville,2022,total_pop,17505,29,NA,NA
total_pop,6_town,Rocky Hill,2022,total_pop,20705,45,NA,NA
total_pop,6_town,Simsbury,2022,total_pop,24617,25,NA,NA
total_pop,6_town,Somers,2022,total_pop,10086,24,NA,NA
total_pop,6_town,Southington,2022,total_pop,43569,30,NA,NA
total_pop,6_town,South Windsor,2022,total_pop,26805,46,NA,NA
total_pop,6_town,Stafford,2022,total_pop,11507,50,NA,NA
total_pop,6_town,Suffield,2022,total_pop,15676,50,NA,NA
total_pop,6_town,Tolland,2022,total_pop,14601,23,NA,NA
total_pop,6_town,Vernon,2022,total_pop,30289,35,NA,NA
total_pop,6_town,West Hartford,2022,total_pop,64088,37,NA,NA
total_pop,6_town,Wethersfield,2022,total_pop,27192,24,NA,NA
total_pop,6_town,Willington,2022,total_pop,5586,18,NA,NA
total_pop,6_town,Windsor,2022,total_pop,29445,46,NA,NA
total_pop,6_town,Windsor Locks,2022,total_pop,12563,36,NA,NA
total_pop,6_town,Bridgeport,2022,total_pop,148470,74,NA,NA
total_pop,6_town,Easton,2022,total_pop,7630,51,NA,NA
total_pop,6_town,Fairfield,2022,total_pop,62072,46,NA,NA
total_pop,6_town,Monroe,2022,total_pop,18851,83,NA,NA
total_pop,6_town,Stratford,2022,total_pop,52436,72,NA,NA
total_pop,6_town,Trumbull,2022,total_pop,36922,37,NA,NA
total_pop,6_town,Chester,2022,total_pop,3740,328,NA,NA
total_pop,6_town,Clinton,2022,total_pop,13284,30,NA,NA
total_pop,6_town,Cromwell,2022,total_pop,14250,20,NA,NA
total_pop,6_town,Deep River,2022,total_pop,4445,29,NA,NA
total_pop,6_town,Durham,2022,total_pop,7197,28,NA,NA
total_pop,6_town,East Haddam,2022,total_pop,8921,19,NA,NA
total_pop,6_town,East Hampton,2022,total_pop,12798,34,NA,NA
total_pop,6_town,Essex,2022,total_pop,6754,19,NA,NA
total_pop,6_town,Haddam,2022,total_pop,8492,42,NA,NA
total_pop,6_town,Killingworth,2022,total_pop,6216,20,NA,NA
total_pop,6_town,Lyme,2022,total_pop,2390,332,NA,NA
total_pop,6_town,Middlefield,2022,total_pop,4240,18,NA,NA
total_pop,6_town,Middletown,2022,total_pop,48152,50,NA,NA
total_pop,6_town,Old Lyme,2022,total_pop,7648,19,NA,NA
total_pop,6_town,Old Saybrook,2022,total_pop,10492,20,NA,NA
total_pop,6_town,Portland,2022,total_pop,9409,23,NA,NA
total_pop,6_town,Westbrook,2022,total_pop,6816,19,NA,NA
total_pop,6_town,Ansonia,2022,total_pop,18954,28,NA,NA
total_pop,6_town,Beacon Falls,2022,total_pop,6061,22,NA,NA
total_pop,6_town,Bethlehem,2022,total_pop,3399,43,NA,NA
total_pop,6_town,Bristol,2022,total_pop,61052,99,NA,NA
total_pop,6_town,Cheshire,2022,total_pop,28791,27,NA,NA
total_pop,6_town,Derby,2022,total_pop,12373,27,NA,NA
total_pop,6_town,Middlebury,2022,total_pop,7665,18,NA,NA
total_pop,6_town,Naugatuck,2022,total_pop,31653,28,NA,NA
total_pop,6_town,Oxford,2022,total_pop,12801,21,NA,NA
total_pop,6_town,Plymouth,2022,total_pop,11712,34,NA,NA
total_pop,6_town,Prospect,2022,total_pop,9411,19,NA,NA
total_pop,6_town,Seymour,2022,total_pop,16766,27,NA,NA
total_pop,6_town,Shelton,2022,total_pop,41206,32,NA,NA
total_pop,6_town,Southbury,2022,total_pop,19936,30,NA,NA
total_pop,6_town,Thomaston,2022,total_pop,7487,18,NA,NA
total_pop,6_town,Waterbury,2022,total_pop,114480,65,NA,NA
total_pop,6_town,Watertown,2022,total_pop,22177,21,NA,NA
total_pop,6_town,Wolcott,2022,total_pop,16188,26,NA,NA
total_pop,6_town,Woodbury,2022,total_pop,9775,18,NA,NA
total_pop,6_town,Ashford,2022,total_pop,4218,29,NA,NA
total_pop,6_town,Brooklyn,2022,total_pop,8402,34,NA,NA
total_pop,6_town,Canterbury,2022,total_pop,5067,27,NA,NA
total_pop,6_town,Chaplin,2022,total_pop,2229,258,NA,NA
total_pop,6_town,Eastford,2022,total_pop,1618,185,NA,NA
total_pop,6_town,Hampton,2022,total_pop,1639,183,NA,NA
total_pop,6_town,Killingly,2022,total_pop,17757,20,NA,NA
total_pop,6_town,Plainfield,2022,total_pop,15065,29,NA,NA
total_pop,6_town,Pomfret,2022,total_pop,4289,27,NA,NA
total_pop,6_town,Putnam,2022,total_pop,9270,26,NA,NA
total_pop,6_town,Scotland,2022,total_pop,1542,241,NA,NA
total_pop,6_town,Sterling,2022,total_pop,3610,22,NA,NA
total_pop,6_town,Thompson,2022,total_pop,9254,17,NA,NA
total_pop,6_town,Union,2022,total_pop,917,156,NA,NA
total_pop,6_town,Voluntown,2022,total_pop,2567,36,NA,NA
total_pop,6_town,Woodstock,2022,total_pop,8243,22,NA,NA
total_pop,6_town,Barkhamsted,2022,total_pop,3660,18,NA,NA
total_pop,6_town,Burlington,2022,total_pop,9557,31,NA,NA
total_pop,6_town,Canaan,2022,total_pop,1155,182,NA,NA
total_pop,6_town,Colebrook,2022,total_pop,1594,163,NA,NA
total_pop,6_town,Cornwall,2022,total_pop,1315,162,NA,NA
total_pop,6_town,Goshen,2022,total_pop,3144,28,NA,NA
total_pop,6_town,Hartland,2022,total_pop,1806,162,NA,NA
total_pop,6_town,Harwinton,2022,total_pop,5509,18,NA,NA
total_pop,6_town,Kent,2022,total_pop,3015,25,NA,NA
total_pop,6_town,Litchfield,2022,total_pop,8232,23,NA,NA
total_pop,6_town,Morris,2022,total_pop,2059,265,NA,NA
total_pop,6_town,New Hartford,2022,total_pop,6680,18,NA,NA
total_pop,6_town,Norfolk,2022,total_pop,1856,218,NA,NA
total_pop,6_town,North Canaan,2022,total_pop,3212,17,NA,NA
total_pop,6_town,Roxbury,2022,total_pop,2069,221,NA,NA
total_pop,6_town,Salisbury,2022,total_pop,4170,28,NA,NA
total_pop,6_town,Sharon,2022,total_pop,2691,23,NA,NA
total_pop,6_town,Torrington,2022,total_pop,35510,26,NA,NA
total_pop,6_town,Warren,2022,total_pop,1533,404,NA,NA
total_pop,6_town,Washington,2022,total_pop,3651,26,NA,NA
total_pop,6_town,Winchester,2022,total_pop,10278,23,NA,NA
total_pop,6_town,Bethany,2022,total_pop,5295,22,NA,NA
total_pop,6_town,Branford,2022,total_pop,28177,29,NA,NA
total_pop,6_town,East Haven,2022,total_pop,27871,48,NA,NA
total_pop,6_town,Guilford,2022,total_pop,22046,27,NA,NA
total_pop,6_town,Hamden,2022,total_pop,61069,51,NA,NA
total_pop,6_town,Madison,2022,total_pop,17658,27,NA,NA
total_pop,6_town,Meriden,2022,total_pop,60556,39,NA,NA
total_pop,6_town,Milford,2022,total_pop,52283,38,NA,NA
total_pop,6_town,New Haven,2022,total_pop,135736,56,NA,NA
total_pop,6_town,North Branford,2022,total_pop,13560,30,NA,NA
total_pop,6_town,North Haven,2022,total_pop,24179,25,NA,NA
total_pop,6_town,Orange,2022,total_pop,14231,25,NA,NA
total_pop,6_town,Wallingford,2022,total_pop,44251,27,NA,NA
total_pop,6_town,West Haven,2022,total_pop,55336,39,NA,NA
total_pop,6_town,Woodbridge,2022,total_pop,9050,32,NA,NA
total_pop,6_town,Bozrah,2022,total_pop,2410,217,NA,NA
total_pop,6_town,Colchester,2022,total_pop,15550,59,NA,NA
total_pop,6_town,East Lyme,2022,total_pop,18600,35,NA,NA
total_pop,6_town,Franklin,2022,total_pop,1892,214,NA,NA
total_pop,6_town,Griswold,2022,total_pop,11488,42,NA,NA
total_pop,6_town,Groton,2022,total_pop,38217,35,NA,NA
total_pop,6_town,Lebanon,2022,total_pop,7145,23,NA,NA
total_pop,6_town,Ledyard,2022,total_pop,15394,39,NA,NA
total_pop,6_town,Lisbon,2022,total_pop,4202,42,NA,NA
total_pop,6_town,Montville,2022,total_pop,18160,56,NA,NA
total_pop,6_town,New London,2022,total_pop,27596,34,NA,NA
total_pop,6_town,North Stonington,2022,total_pop,5160,21,NA,NA
total_pop,6_town,Norwich,2022,total_pop,40054,60,NA,NA
total_pop,6_town,Preston,2022,total_pop,4804,19,NA,NA
total_pop,6_town,Salem,2022,total_pop,4230,22,NA,NA
total_pop,6_town,Sprague,2022,total_pop,2964,19,NA,NA
total_pop,6_town,Stonington,2022,total_pop,18397,25,NA,NA
total_pop,6_town,Waterford,2022,total_pop,19580,24,NA,NA
total_pop,6_town,Windham,2022,total_pop,24450,27,NA,NA
total_pop,6_town,Bethel,2022,total_pop,20406,35,NA,NA
total_pop,6_town,Bridgewater,2022,total_pop,1701,194,NA,NA
total_pop,6_town,Brookfield,2022,total_pop,17468,34,NA,NA
total_pop,6_town,Danbury,2022,total_pop,86456,42,NA,NA
total_pop,6_town,Darien,2022,total_pop,21571,27,NA,NA
total_pop,6_town,Greenwich,2022,total_pop,63498,45,NA,NA
total_pop,6_town,New Canaan,2022,total_pop,20639,23,NA,NA
total_pop,6_town,New Fairfield,2022,total_pop,13596,21,NA,NA
total_pop,6_town,New Milford,2022,total_pop,28181,36,NA,NA
total_pop,6_town,Newtown,2022,total_pop,27341,31,NA,NA
total_pop,6_town,Norwalk,2022,total_pop,91050,73,NA,NA
total_pop,6_town,Redding,2022,total_pop,8785,23,NA,NA
total_pop,6_town,Ridgefield,2022,total_pop,25021,48,NA,NA
total_pop,6_town,Sherman,2022,total_pop,3499,194,NA,NA
total_pop,6_town,Stamford,2022,total_pop,135413,83,NA,NA
total_pop,6_town,Weston,2022,total_pop,10336,54,NA,NA
total_pop,6_town,Westport,2022,total_pop,27232,51,NA,NA
total_pop,6_town,Wilton,2022,total_pop,18473,23,NA,NA
total_pop,upper_legis,State Senate District 1,NA,total_pop,94997,1956,NA,NA
total_pop,upper_legis,State Senate District 2,NA,total_pop,95342,1936,NA,NA
total_pop,upper_legis,State Senate District 3,NA,total_pop,100265,900,NA,NA
total_pop,upper_legis,State Senate District 4,NA,total_pop,102626,52,NA,NA
total_pop,upper_legis,State Senate District 5,NA,total_pop,99330,595,NA,NA
total_pop,upper_legis,State Senate District 6,NA,total_pop,97520,383,NA,NA
total_pop,upper_legis,State Senate District 7,NA,total_pop,99972,715,NA,NA
total_pop,upper_legis,State Senate District 8,NA,total_pop,100147,928,NA,NA
total_pop,upper_legis,State Senate District 9,NA,total_pop,100997,1178,NA,NA
total_pop,upper_legis,State Senate District 10,NA,total_pop,99482,2401,NA,NA
total_pop,upper_legis,State Senate District 11,NA,total_pop,95520,2318,NA,NA
total_pop,upper_legis,State Senate District 12,NA,total_pop,97553,1109,NA,NA
total_pop,upper_legis,State Senate District 13,NA,total_pop,98181,1377,NA,NA
total_pop,upper_legis,State Senate District 14,NA,total_pop,94495,1522,NA,NA
total_pop,upper_legis,State Senate District 15,NA,total_pop,104993,2138,NA,NA
total_pop,upper_legis,State Senate District 16,NA,total_pop,102121,1997,NA,NA
total_pop,upper_legis,State Senate District 17,NA,total_pop,100171,1782,NA,NA
total_pop,upper_legis,State Senate District 18,NA,total_pop,99308,68,NA,NA
total_pop,upper_legis,State Senate District 19,NA,total_pop,98363,904,NA,NA
total_pop,upper_legis,State Senate District 20,NA,total_pop,96361,1111,NA,NA
total_pop,upper_legis,State Senate District 21,NA,total_pop,107174,1502,NA,NA
total_pop,upper_legis,State Senate District 22,NA,total_pop,108552,1948,NA,NA
total_pop,upper_legis,State Senate District 23,NA,total_pop,88117,1841,NA,NA
total_pop,upper_legis,State Senate District 24,NA,total_pop,103989,1113,NA,NA
total_pop,upper_legis,State Senate District 25,NA,total_pop,101759,873,NA,NA
total_pop,upper_legis,State Senate District 26,NA,total_pop,101519,2038,NA,NA
total_pop,upper_legis,State Senate District 27,NA,total_pop,106267,2112,NA,NA
total_pop,upper_legis,State Senate District 28,NA,total_pop,106095,965,NA,NA
total_pop,upper_legis,State Senate District 29,NA,total_pop,107374,351,NA,NA
total_pop,upper_legis,State Senate District 30,NA,total_pop,103466,1442,NA,NA
total_pop,upper_legis,State Senate District 31,NA,total_pop,99752,315,NA,NA
total_pop,upper_legis,State Senate District 32,NA,total_pop,104554,1621,NA,NA
total_pop,upper_legis,State Senate District 33,NA,total_pop,98783,657,NA,NA
total_pop,upper_legis,State Senate District 34,NA,total_pop,96104,990,NA,NA
total_pop,upper_legis,State Senate District 35,NA,total_pop,97470,734,NA,NA
total_pop,upper_legis,State Senate District 36,NA,total_pop,102598,1744,NA,NA
total_pop,lower_legis,State House District 1,NA,total_pop,21973,1504,NA,NA
total_pop,lower_legis,State House District 2,NA,total_pop,23378,929,NA,NA
total_pop,lower_legis,State House District 3,NA,total_pop,23817,1553,NA,NA
total_pop,lower_legis,State House District 4,NA,total_pop,23473,1654,NA,NA
total_pop,lower_legis,State House District 5,NA,total_pop,25339,1427,NA,NA
total_pop,lower_legis,State House District 6,NA,total_pop,23128,1734,NA,NA
total_pop,lower_legis,State House District 7,NA,total_pop,22062,1397,NA,NA
total_pop,lower_legis,State House District 8,NA,total_pop,23791,738,NA,NA
total_pop,lower_legis,State House District 9,NA,total_pop,23613,1473,NA,NA
total_pop,lower_legis,State House District 10,NA,total_pop,22805,1339,NA,NA
total_pop,lower_legis,State House District 11,NA,total_pop,24033,1522,NA,NA
total_pop,lower_legis,State House District 12,NA,total_pop,23316,1070,NA,NA
total_pop,lower_legis,State House District 13,NA,total_pop,23429,1579,NA,NA
total_pop,lower_legis,State House District 14,NA,total_pop,23234,561,NA,NA
total_pop,lower_legis,State House District 15,NA,total_pop,23287,334,NA,NA
total_pop,lower_legis,State House District 16,NA,total_pop,24617,25,NA,NA
total_pop,lower_legis,State House District 17,NA,total_pop,24599,543,NA,NA
total_pop,lower_legis,State House District 18,NA,total_pop,24696,1088,NA,NA
total_pop,lower_legis,State House District 19,NA,total_pop,24348,1118,NA,NA
total_pop,lower_legis,State House District 20,NA,total_pop,24681,1288,NA,NA
total_pop,lower_legis,State House District 21,NA,total_pop,24391,454,NA,NA
total_pop,lower_legis,State House District 22,NA,total_pop,23249,948,NA,NA
total_pop,lower_legis,State House District 23,NA,total_pop,23489,512,NA,NA
total_pop,lower_legis,State House District 24,NA,total_pop,24016,1580,NA,NA
total_pop,lower_legis,State House District 25,NA,total_pop,24505,1663,NA,NA
total_pop,lower_legis,State House District 26,NA,total_pop,22407,1364,NA,NA
total_pop,lower_legis,State House District 27,NA,total_pop,24596,1324,NA,NA
total_pop,lower_legis,State House District 28,NA,total_pop,24029,618,NA,NA
total_pop,lower_legis,State House District 29,NA,total_pop,23868,617,NA,NA
total_pop,lower_legis,State House District 30,NA,total_pop,23252,1378,NA,NA
total_pop,lower_legis,State House District 31,NA,total_pop,25032,875,NA,NA
total_pop,lower_legis,State House District 32,NA,total_pop,23659,24,NA,NA
total_pop,lower_legis,State House District 33,NA,total_pop,25241,1153,NA,NA
total_pop,lower_legis,State House District 34,NA,total_pop,23421,421,NA,NA
total_pop,lower_legis,State House District 35,NA,total_pop,23357,356,NA,NA
total_pop,lower_legis,State House District 36,NA,total_pop,23431,334,NA,NA
total_pop,lower_legis,State House District 37,NA,total_pop,25654,940,NA,NA
total_pop,lower_legis,State House District 38,NA,total_pop,24338,873,NA,NA
total_pop,lower_legis,State House District 39,NA,total_pop,23770,685,NA,NA
total_pop,lower_legis,State House District 40,NA,total_pop,25218,1050,NA,NA
total_pop,lower_legis,State House District 41,NA,total_pop,23657,1182,NA,NA
total_pop,lower_legis,State House District 42,NA,total_pop,23715,739,NA,NA
total_pop,lower_legis,State House District 43,NA,total_pop,24696,936,NA,NA
total_pop,lower_legis,State House District 44,NA,total_pop,26586,837,NA,NA
total_pop,lower_legis,State House District 45,NA,total_pop,23884,1031,NA,NA
total_pop,lower_legis,State House District 46,NA,total_pop,23867,961,NA,NA
total_pop,lower_legis,State House District 47,NA,total_pop,25734,1318,NA,NA
total_pop,lower_legis,State House District 48,NA,total_pop,24649,580,NA,NA
total_pop,lower_legis,State House District 49,NA,total_pop,24450,27,NA,NA
total_pop,lower_legis,State House District 50,NA,total_pop,24832,1252,NA,NA
total_pop,lower_legis,State House District 51,NA,total_pop,23182,671,NA,NA
total_pop,lower_legis,State House District 52,NA,total_pop,26126,719,NA,NA
total_pop,lower_legis,State House District 53,NA,total_pop,23235,648,NA,NA
total_pop,lower_legis,State House District 54,NA,total_pop,25997,463,NA,NA
total_pop,lower_legis,State House District 55,NA,total_pop,24280,691,NA,NA
total_pop,lower_legis,State House District 56,NA,total_pop,23066,652,NA,NA
total_pop,lower_legis,State House District 57,NA,total_pop,24005,830,NA,NA
total_pop,lower_legis,State House District 58,NA,total_pop,22878,1131,NA,NA
total_pop,lower_legis,State House District 59,NA,total_pop,24788,1429,NA,NA
total_pop,lower_legis,State House District 60,NA,total_pop,23627,1066,NA,NA
total_pop,lower_legis,State House District 61,NA,total_pop,26151,628,NA,NA
total_pop,lower_legis,State House District 62,NA,total_pop,23118,170,NA,NA
total_pop,lower_legis,State House District 63,NA,total_pop,22420,804,NA,NA
total_pop,lower_legis,State House District 64,NA,total_pop,24209,322,NA,NA
total_pop,lower_legis,State House District 65,NA,total_pop,24962,819,NA,NA
total_pop,lower_legis,State House District 66,NA,total_pop,23547,607,NA,NA
total_pop,lower_legis,State House District 67,NA,total_pop,23178,750,NA,NA
total_pop,lower_legis,State House District 68,NA,total_pop,23726,541,NA,NA
total_pop,lower_legis,State House District 69,NA,total_pop,24076,939,NA,NA
total_pop,lower_legis,State House District 70,NA,total_pop,24590,928,NA,NA
total_pop,lower_legis,State House District 71,NA,total_pop,22410,1556,NA,NA
total_pop,lower_legis,State House District 72,NA,total_pop,25300,1564,NA,NA
total_pop,lower_legis,State House District 73,NA,total_pop,24629,1919,NA,NA
total_pop,lower_legis,State House District 74,NA,total_pop,22983,1668,NA,NA
total_pop,lower_legis,State House District 75,NA,total_pop,22730,1599,NA,NA
total_pop,lower_legis,State House District 76,NA,total_pop,24004,459,NA,NA
total_pop,lower_legis,State House District 77,NA,total_pop,23723,1577,NA,NA
total_pop,lower_legis,State House District 78,NA,total_pop,24889,1486,NA,NA
total_pop,lower_legis,State House District 79,NA,total_pop,24152,1561,NA,NA
total_pop,lower_legis,State House District 80,NA,total_pop,22716,750,NA,NA
total_pop,lower_legis,State House District 81,NA,total_pop,23708,1220,NA,NA
total_pop,lower_legis,State House District 82,NA,total_pop,25155,1509,NA,NA
total_pop,lower_legis,State House District 83,NA,total_pop,24970,1777,NA,NA
total_pop,lower_legis,State House District 84,NA,total_pop,21205,1285,NA,NA
total_pop,lower_legis,State House District 85,NA,total_pop,23851,1178,NA,NA
total_pop,lower_legis,State House District 86,NA,total_pop,23221,740,NA,NA
total_pop,lower_legis,State House District 87,NA,total_pop,24179,25,NA,NA
total_pop,lower_legis,State House District 88,NA,total_pop,24691,1138,NA,NA
total_pop,lower_legis,State House District 89,NA,total_pop,23642,1256,NA,NA
total_pop,lower_legis,State House District 90,NA,total_pop,22780,1153,NA,NA
total_pop,lower_legis,State House District 91,NA,total_pop,21627,1004,NA,NA
total_pop,lower_legis,State House District 92,NA,total_pop,25769,1388,NA,NA
total_pop,lower_legis,State House District 93,NA,total_pop,24440,1564,NA,NA
total_pop,lower_legis,State House District 94,NA,total_pop,22962,1705,NA,NA
total_pop,lower_legis,State House District 95,NA,total_pop,24447,1804,NA,NA
total_pop,lower_legis,State House District 96,NA,total_pop,23485,1660,NA,NA
total_pop,lower_legis,State House District 97,NA,total_pop,23589,1604,NA,NA
total_pop,lower_legis,State House District 98,NA,total_pop,23512,644,NA,NA
total_pop,lower_legis,State House District 99,NA,total_pop,23568,497,NA,NA
total_pop,lower_legis,State House District 100,NA,total_pop,22911,1155,NA,NA
total_pop,lower_legis,State House District 101,NA,total_pop,22964,485,NA,NA
total_pop,lower_legis,State House District 102,NA,total_pop,23244,503,NA,NA
total_pop,lower_legis,State House District 103,NA,total_pop,24049,1471,NA,NA
total_pop,lower_legis,State House District 104,NA,total_pop,23982,635,NA,NA
total_pop,lower_legis,State House District 105,NA,total_pop,23460,398,NA,NA
total_pop,lower_legis,State House District 106,NA,total_pop,25336,567,NA,NA
total_pop,lower_legis,State House District 107,NA,total_pop,24457,774,NA,NA
total_pop,lower_legis,State House District 108,NA,total_pop,25342,987,NA,NA
total_pop,lower_legis,State House District 109,NA,total_pop,23685,1737,NA,NA
total_pop,lower_legis,State House District 110,NA,total_pop,24781,1737,NA,NA
total_pop,lower_legis,State House District 111,NA,total_pop,23262,348,NA,NA
total_pop,lower_legis,State House District 112,NA,total_pop,24057,659,NA,NA
total_pop,lower_legis,State House District 113,NA,total_pop,25152,1195,NA,NA
total_pop,lower_legis,State House District 114,NA,total_pop,23245,1173,NA,NA
total_pop,lower_legis,State House District 115,NA,total_pop,22896,1382,NA,NA
total_pop,lower_legis,State House District 116,NA,total_pop,21988,1475,NA,NA
total_pop,lower_legis,State House District 117,NA,total_pop,24218,1904,NA,NA
total_pop,lower_legis,State House District 118,NA,total_pop,22325,897,NA,NA
total_pop,lower_legis,State House District 119,NA,total_pop,24924,1311,NA,NA
total_pop,lower_legis,State House District 120,NA,total_pop,26065,1043,NA,NA
total_pop,lower_legis,State House District 121,NA,total_pop,20716,1102,NA,NA
total_pop,lower_legis,State House District 122,NA,total_pop,24602,1502,NA,NA
total_pop,lower_legis,State House District 123,NA,total_pop,25263,960,NA,NA
total_pop,lower_legis,State House District 124,NA,total_pop,21184,1429,NA,NA
total_pop,lower_legis,State House District 125,NA,total_pop,22440,1113,NA,NA
total_pop,lower_legis,State House District 126,NA,total_pop,23660,1477,NA,NA
total_pop,lower_legis,State House District 127,NA,total_pop,30116,2296,NA,NA
total_pop,lower_legis,State House District 128,NA,total_pop,19326,1441,NA,NA
total_pop,lower_legis,State House District 129,NA,total_pop,26503,2020,NA,NA
total_pop,lower_legis,State House District 130,NA,total_pop,21281,1389,NA,NA
total_pop,lower_legis,State House District 131,NA,total_pop,22090,1032,NA,NA
total_pop,lower_legis,State House District 132,NA,total_pop,25020,1177,NA,NA
total_pop,lower_legis,State House District 133,NA,total_pop,24864,1641,NA,NA
total_pop,lower_legis,State House District 134,NA,total_pop,25290,1538,NA,NA
total_pop,lower_legis,State House District 135,NA,total_pop,23609,501,NA,NA
total_pop,lower_legis,State House District 136,NA,total_pop,23520,571,NA,NA
total_pop,lower_legis,State House District 137,NA,total_pop,22210,1524,NA,NA
total_pop,lower_legis,State House District 138,NA,total_pop,24159,1850,NA,NA
total_pop,lower_legis,State House District 139,NA,total_pop,25261,1436,NA,NA
total_pop,lower_legis,State House District 140,NA,total_pop,26020,1599,NA,NA
total_pop,lower_legis,State House District 141,NA,total_pop,23710,608,NA,NA
total_pop,lower_legis,State House District 142,NA,total_pop,22896,1732,NA,NA
total_pop,lower_legis,State House District 143,NA,total_pop,23542,1457,NA,NA
total_pop,lower_legis,State House District 144,NA,total_pop,21966,1372,NA,NA
total_pop,lower_legis,State House District 145,NA,total_pop,26830,1980,NA,NA
total_pop,lower_legis,State House District 146,NA,total_pop,24943,1676,NA,NA
total_pop,lower_legis,State House District 147,NA,total_pop,23129,1610,NA,NA
total_pop,lower_legis,State House District 148,NA,total_pop,23590,1864,NA,NA
total_pop,lower_legis,State House District 149,NA,total_pop,22800,1211,NA,NA
total_pop,lower_legis,State House District 150,NA,total_pop,23738,1362,NA,NA
total_pop,lower_legis,State House District 151,NA,total_pop,24586,1308,NA,NA
age,1_us,United States,2022,total_pop,331097593,98453,NA,NA
age,1_us,United States,2022,ages00_17,73213705,44203,0.22,0
